count	action	text	source
1	load	global 84521 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:379
1	load	global 84531 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:380
1	load	global 84595 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:381
1	load	global 84817 Load SelectdO	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:382
1	load	global 84822 Load SelectdO	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:383
1	load	global 84827 Load Select"O	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:384
1	load	global 85613 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:385
1	load	global 85616 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:386
1	load	global 85699 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:387
1	load	global 85987 Load SelectPTH0	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:388
1	load	global 86166 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:389
1	load	global 86282 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:390
1	load	global 86370 Load Selectd2	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:391
1	load	global 86375 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:392
1	load	global 87038 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:393
1	load	global 87227 Load SelectPTH0	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:394
1	load	global 92610 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:395
1	load	global 94255 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:396
1	load	global 95110 Load Select	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:397
1	load	global 95823 Load SelectPTH0	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:398
1	load	load_dvm_meta Load Select" Source_LV5_1_103f_cal.llb.strings.txt 72203 3 Source_LV5_1_103f_cal.llb.strings.txt|Source_LV6_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:70
1	load	load_dvm_meta Load Select"/ Final_Cal_103FIN.EXE.strings.txt 80645 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:71
1	load	load_dvm_meta Load Select"= Final_Cal_103FIN.EXE.strings.txt 81996 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:72
1	load	load_dvm_meta Load Select"B Final_Cal_103FIN.EXE.strings.txt 79417 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:73
1	load	load_dvm_meta Load Select"N Final_Cal_103FIN.EXE.strings.txt 83409 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:74
1	load	load_dvm_meta Load Select"O Final_Cal_103FIN.EXE.strings.txt 84827 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:75
1	load	load_dvm_meta Load Select& Source_LV5_1_103f_cal.llb.strings.txt 23413 6 Source_LV5_1_103f_cal.llb.strings.txt|Source_LV6_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:76
1	load	load_dvm_meta Load Select* P Final_Cal_103FIN.EXE.strings.txt 78916 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:77
1	load	load_dvm_meta Load Select2 Source_LV6_103f_cal.llb.strings.txt 25819 1 Source_LV6_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:78
1	load	load_dvm_meta Load SelectL Source_LV5_1_103f_cal.llb.strings.txt 23443 2 Source_LV5_1_103f_cal.llb.strings.txt|Source_LV6_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:83
1	load	load_dvm_meta Load SelectP Source_LV5_1_103f_cal.llb.strings.txt 67127 4 Source_LV5_1_103f_cal.llb.strings.txt|Source_LV6_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:84
1	load	load_dvm_meta Load SelectPTH0 Final_Cal_103FIN.EXE.strings.txt 80341 28 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt|Source_LV5_1_103f_cal.llb.strings.txt|Source_LV6_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:85
1	load	load_dvm_meta Load Selectd2 Final_Cal_103FIN.EXE.strings.txt 86370 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:79
1	load	load_dvm_meta Load Selectd= Final_Cal_103FIN.EXE.strings.txt 81991 2 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:80
1	load	load_dvm_meta Load SelectdB Final_Cal_103FIN.EXE.strings.txt 79402 6 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:81
1	load	load_dvm_meta Load SelectdO Final_Cal_103FIN.EXE.strings.txt 84817 4 Final_Cal_103FIN.EXE.strings.txt|Source_LV3_1_103f_cal.llb.strings.txt	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.tsv:82
1	open	18083:1cad6b open or create	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:126
1	open	18085:1cad8c createmirefnum is the reference number of the open file. The value is Not A Refnum if the file cannot be opened.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:127
1	open	18174:1cc861 File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:131
1	open	18180:1cc8c7 Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:132
1	open	18209:1ccaff Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:133
1	open	18218:1ccb8c File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:134
1	open	18224:1ccbf2 Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:135
1	open	18253:1cce2a Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:136
1	open	18262:1cceb7 File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:137
1	open	18268:1ccf1d Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:138
1	open	18297:1cd155 Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:139
1	open	18306:1cd1e2 File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:140
1	open	18312:1cd248 Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:141
1	open	18341:1cd480 Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:142
1	open	18350:1cd505 File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:143
1	open	18356:1cd56b Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:144
1	open	18385:1cd7a3 Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:145
1	open	18798:1d3e75 function (open:0) v	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:152
1	open	19098:1dba6c 0 (open) opens an existing file. Error 7 occurs if the file cannot be found.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:160
1	open	19099:1dbabd 1 (open or create) opens an existing file or creates a new file if one does not exist.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:161
1	open	19109:1dc204 refnum is the reference number of the open file. The value is Not A Refnum if the file cannot be opened.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:164
1	open	19128:1dc718 try to open the file	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:166
1	open	19129:1dc745 [report file not found if function=0 (open); set file path to empty and refnum to NotARefnumMD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:167
1	open	19134:1dc888 8file is now open; proceed if function=1 (open or create){D	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:171
1	open	19145:1dcb0e 2create a new file if function=1-3 (open or create)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:175
1	open	19151:1dcc98 .file is now open; proceed if function=0 (open)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:176
1	open	19154:1dce5a !Open or Create File (function=%d)a	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:177
1	open	19205:1dd511 !Open or Create File (function=%d)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:188
1	open	19321:1df975 51refnum is the reference number of the open file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:211
1	open	19591:1e3e81 refnum is the reference number of the open file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:212
1	open	21607:2065ad Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:214
1	open	21614:20678f Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:215
1	open	21616:2067bb Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:216
1	open	21628:206852 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:217
1	open	21661:206ae0 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:218
1	open	21698:206deb Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:219
1	open	21699:206dff Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:220
1	open	21700:206e13 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:221
1	open	21701:206e27 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:222
1	open	21702:206e3b Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:223
1	open	21703:206e4f Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:224
1	open	21704:206e63 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:225
1	open	21705:206e77 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:226
1	open	21706:206e8b Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:227
1	open	21707:206e9f Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:228
1	open	21708:206eb3 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:229
1	open	21709:206ec7 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:230
1	open	21710:206edb Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:231
1	open	21711:206eef Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:232
1	open	21712:206f03 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:233
1	open	21713:206f17 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:234
1	open	22141:210709 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:236
1	open	22157:2107c5 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:237
1	open	22201:210b76 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:238
1	open	22204:210bb9 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:239
1	open	22957:21ec2c Open GPIB DriverPD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:241
1	open	22965:21ecd4 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:242
1	open	22982:21ed97 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:243
1	open	23023:21f127 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:244
1	open	23026:21f16a Open GPIB Driver.viv	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:245
1	open	271700:2f608c 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:202
1	open	271701:2f6108 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:203
1	open	365904:122be5 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:524
1	open	365905:122c78 xxxxRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.'Last known LC103 Software Rev. is: VER	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:525
1	open	366004:123cc3 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.MD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:529
1	open	366009:123e1f ''RCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.s	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:530
1	open	374122:1aefd2 try to open the fileM	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:550
1	open	39795:314675 Open Serial Driver.vier.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:429
1	open	39809:3148bf Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:434
1	open	39811:3148f0 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:435
1	open	39818:314979 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:437
1	open	39837:314af9 force re-open p@	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:439
1	open	39845:314bfe Open Serial Driver.vi5	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:440
1	open	39881:314eef Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:444
1	open	39882:314f05 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:445
1	open	39883:314f1b Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:446
1	open	39884:314f31 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:447
1	open	39885:314f47 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:448
1	open	39886:314f5d Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:449
1	open	39887:314f73 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:450
1	open	39888:314f89 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:451
1	open	39889:314f9f Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:452
1	open	39890:314fb5 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:453
1	open	39891:314fcb Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:454
1	open	39892:314fe1 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:455
1	open	39893:314ff7 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:456
1	open	39894:31500d Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:457
1	open	39895:315023 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:458
1	open	39896:315039 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:459
1	open	40288:31c194 Open Serial Driver]	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:460
1	open	40297:31c270 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:461
1	open	40315:31c37a Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:462
1	open	40380:31c89c Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:463
1	open	40386:31c919 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:464
1	open	40592:31fce6 Open Serial DriverY	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:465
1	open	40599:31fd68 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:466
1	open	40611:31fe21 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:467
1	open	406297:3cda46 try to open the file	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:770
1	open	40633:320064 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:468
1	open	40639:3200e1 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:469
1	open	40840:323be5 Open Serial DriverY	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:470
1	open	40848:323c70 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:471
1	open	40860:323d22 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:472
1	open	40885:323fa0 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:473
1	open	40891:32401d Open Serial Driver.vii	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:474
1	open	41081:327761 Open Serial DriverMD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:475
1	open	41088:327821 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:476
1	open	41100:3278d2 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:477
1	open	41121:327af9 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:478
1	open	41127:327b76 Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:479
1	open	45520:3705a0 Lead Open Test/Capsa	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:538
1	open	45584:370baf Lead Open Test/Caps	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:550
1	open	495584:13c1f5 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:986
1	open	495585:13c288 xxxxRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.'Last known LC103 Software Rev. is: VER	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:987
1	open	50014:17acf7 )Open the control editor with double click	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1004
1	open	50016:17ad68 )Open the control editor with double click	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1005
1	open	505955:208dc2 try to open the fileH	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1019
1	open	52365:1bbb43 The "%p" VI's log file binding is corrupt and has been cleared. To restore the VI's log file binding, open the VI and select the File->Data Logging->Change Log File Binding... menu item.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1149
1	open	52427:1bc7be Can't allocate new path.$Can't open VI library resource file."Can't remove file from VI library.%Can't open file system resource file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1161
