score	source_path	line	text
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	582360	12dff Open GPIB Driver.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	582371	12edb Open GPIB Driver.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	582372	12eef Open GPIB Driver.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	582875	1cd1d Open GPIB Driver.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	583653	2b0dc Open GPIB Driver.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	595006	ce13d Open GPIB Driver.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	595041	ce3a3 Serial Port Read.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596951	f7ee5 Serial Port Read.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/vi_names_all.txt	18985	ebe63 Serial Port Read.vi
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	779	406598:3cf6a6 Connection closed+Initialize error (interapplication manager)
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1191	528575:3cb2d8 Connection closed+Initialize error (interapplication manager)
2.760	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	14	stage:Software Rev. Check 88813 Couldn't open the Software Rev. file.  Please set the Software Rev. manually on the front panel.  Place the flopply disk in the computer NOW.MD
2.760	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	178	stage:Ringer Calibration 67514 Yolks and Flybacks.
2.760	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	182	stage:Ringer Calibration 67541 Yolks and Flybacks.
2.760	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md	54	- `Now connect the red lead to the Capacitance Decade Box (High Terminal).`
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	48185	164d98 This is the position of the left side of the currently selected part (shown in the parts ring).  You can change the position by changing this number, or by moving the part.
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	845	434088:f49a7 <TCP ncConnClosedErr:  The connection was closed by the peer.6Interapplication Mgr amInitErr:  Initialization error.
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1211	546463:f38b7 <TCP ncConnClosedErr:  The connection was closed by the peer.6Interapplication Mgr amInitErr:  Initialization error.
2.760	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	13	stage:Software Rev. Check 88812 `Couldn't retrieve the proper Software Rev. number.  Please set this manually on the front panel.
2.760	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	23	stage:Software Rev. Check 88859 `Couldn't retrieve the proper Software Rev. number.  Please set this manually on the front panel.
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	113160	57b34b `Couldn't retrieve the proper Software Rev. number.  Please set this manually on the front panel.
2.760	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	366003	123c4a `Couldn't retrieve the proper Software Rev. number.  Please set this manually on the front panel.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	48187	164ee8 This is the width of the currently selected part (shown in the parts ring).  You can change the width by changing this number, or by resizing the part.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	457	314955:164eac TCP ncAlreadyConnectedErr: The connection is already established.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	546	371385:180cfd TCP ncAlreadyConnectedErr: The connection is already established.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1017	503895:1e1c9e TCP ncAlreadyConnectedErr: The connection is already established.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	262304	25c426 The Read from Digital Port VI reads a user configured digital port.  The reading is displayed as a binary number in [pattern].
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	315803	1739f6 The Read from Digital Port VI reads a user configured digital port.  The reading is displayed as a binary number in [pattern].
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	369532	15b559 The Read from Digital Port VI reads a user configured digital port.  The reading is displayed as a binary number in [pattern].
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596715	f1c46 refnum is the reference number of the open file.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596791	f54c1 character string is the data read from the file.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	597618	ff322 refnum is the reference number of the open file.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	224	54An error occurred loading the external control '%p'.
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	246	stage:Set Calibration Date 62694 Set Calibration Date]
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md	19	2. `Calibration Reset` (optional path present in flow)
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.md	525	- `0 Failed Calibration. Offset Adjustment too high.W`
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	231708	long __thiscall tIterator::read(tIterator *this,uchar *param_1,timeStruct *param_2)
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	231740	long __thiscall tIterator::read(tIterator *this,ulong *param_1,timeStruct *param_2)
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	231838	long __thiscall tIterator::write(tIterator *this,void *param_1,timeStruct *param_2)
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md	171	115917:5b5b4a CPlease choose the file containing the capacitance calibration data.V
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	90	stage:Capacitance Calibration 51393 'q,Make sure the red UUT lead is not connected.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	258353	210fef refnum is the reference number of the open file.  The value is Not A Refnum if the file cannot be opened.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	607065	19fc0d refnum is the reference number of the open file.  The value is Not A Refnum if the file cannot be opened.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	173221	/* public: virtual short __thiscall mdsSimpDIGInterpreter::DIG_InPort(short,short *) */
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	54502	1e4062 convert eol  Set TRUE to convert the LabVIEW end of line marker to the platform-specific marker.  Set FALSE (default value) to do nothing.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	68609	2b5fe7 Instr Open.viarison.vi
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	70308	2ce74e Digital Group Write.vi
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	360311	bd57f Read Lines From File.vi
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	361968	e15db Read Lines From File.vi
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	394264	30d227 convert eol  Set TRUE to convert the LabVIEW end of line marker to the platform-specific marker.  Set FALSE (default value) to do nothing.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	406305	3cdc14 ///user denies permission to overwrite; close filea
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	431780	c8b6f lead zero short/open.vi
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	442989	18540b QWrites the data in string to write to the serial port indicated in port number. 
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527343	3b2627 QWrites the data in string to write to the serial port indicated in port number. 
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	588351	67fa6 Instr Write.vite.vivivi
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	600397	12f417 QWrites the data in string to write to the serial port indicated in port number. 
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	475	340002:df2b0 For most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	892	467319:cd27c For most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	897	469224:eb21b For most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1332	70723:2d5ac5 For most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.759	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	800	and press 'Enter' when ready.
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	177	stage:Ringer Calibration 67513 Small Ringer Cal Box set to
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	181	stage:Ringer Calibration 67540 Small Ringer Cal Box set to
2.759	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	67774	append to file. Set to TRUE if you want to append the data to a existing file; you can also set it TRUE to write to a new file. Set to FALSE (default value) if you want to write the data to a new file or to replace an existing file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	271325	2e9550 new file path is the path of the file from which the VI read data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	610298	1d5218 new file path is the path of the file from which the VI read data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	964	file path is the path name of the file. If file path is empty (default value) or is Not A Path, the VI displays a File dialog box from which you can select a file. Error 43 occurs if the user cancels the dialog.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	12853	/* public: virtual short __thiscall daqDevice::LV_LPM16_Calibrate_TheVirtualThing(short) */
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52055	1b94d7 Cannot load History.?VI has been modified on disk since it was last loaded or saved.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	113119	57ae6e RCouldn't open the Software Rev. file.  Place the flopply disk in the computer NOW.s
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	102498	4ce1ed GPIB EMIM:  Insufficient memory (MacBus read or write).
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	261399	24f2ae character string is the data the VI writes to the file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	394263	30d1ee character string is the data the VI writes to the file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	404061	3a5bc7 character string is the data the VI writes to the file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	405286	3ba02f character string is the data the VI writes to the file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	520855	33cae6 character string is the data the VI writes to the file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527682	3ba9a1 character string is the data the VI writes to the file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	246690	  FUN_21185130(*(undefined4 *)(param_4 + 0x12),*(short *)(param_3 + 6) * 0x100 + 4,
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	258352	210f19 new file path is the path of the file opened.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	404028	3a4323 new file path is the path of the file opened.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	505868	2080c7 new file path is the path of the file opened.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	103179	4d8f11 (U32) pattern: contains the binary data to write to the port. Bit zero is the least significant bit for the port specified by the port number control. 
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	260861	2426c9 DAQ invalidReadErr:  An attempt was made to read 0 bytes from the transfer buffer, or an attempt was made to read past the end of the transfer buffer.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	314869	16029a DAQ invalidReadErr:  An attempt was made to read 0 bytes from the transfer buffer, or an attempt was made to read past the end of the transfer buffer.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	341614	108fa2 (U32) pattern: contains the binary data to write to the port. Bit zero is the least significant bit for the port specified by the port number control. 
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	404052	3a5321 convert eol  Set TRUE to convert each platform-specific end of line marker to the LabVIEW marker, line feed.  Set FALSE (default value) to do nothing.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	470948	114b1e (U32) pattern: contains the binary data to write to the port. Bit zero is the least significant bit for the port specified by the port number control. 
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	579228	160f50 DAQ invalidReadErr:  An attempt was made to read 0 bytes from the transfer buffer, or an attempt was made to read past the end of the transfer buffer.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	233666	/* public: virtual long __thiscall tScaleIterator::writeViaCallback(void (__cdecl*)(void *,void
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	239417	/* public: virtual short __thiscall daqDevice::AI_VRead_Scan_TheVirtualThing(short,double *) */
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	47635	1620a0 The library "%z" must be converted to the current format.  This will prevent earlier versions of LabVIEW from reading it.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt	124	18080:1cac48 creates a new file or replaces a file if it exists and you give permission. Replacement is done by opening the file and setting EOF to 0. Error 43 occurs if the user elects to disallow the replacement using dialog. 
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md	237	223561:c4ed Connection timed out!Connection is already in progress
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	47990	16362b LocalVIServer: kLVSCloseFP
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52398	1bbe82 Opening old resource file.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	54231	1dfa6c End of the file plus pos offset. This is the default value.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	100055	49adbc Open File+.vi:File Dialogc
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224285	1b15a Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224413	1c52e Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224456	1cd23 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224459	1cd77 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224460	1cd93 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224464	1ce03 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224467	1ce57 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224468	1ce73 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	260945	247278 aTCP ncNotConnectedErr:  The connection is not established.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	262367	25ccec Read from Digital Port.vi>
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	341430	104419 aTCP ncNotConnectedErr:  The connection is not established.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	397884	344acf Open Serial Driver.vier.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	471604	11f5fe Read from Digital Port.viX
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	490334	ce699 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	502413	1be82e Read from Digital Port.viH
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	506074	20a523 \default name is the initial file name that appears in the selection box of the file dialog.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527777	3bc8ea End of the file plus pos offset. This is the default value.
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	595694	df111 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596246	e55d1 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596279	e70a2 Open/Create/Replace File.vi
2.758	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596849	f74d1 Open/Create/Replace File.vi
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	102962	4d6473 new file path is the path of the file to which the VI wrote data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	261613	250a84 new file path is the path of the file to which the VI wrote data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	370473	168d67 new file path is the path of the file to which the VI wrote data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527400	3b4938 new file path is the path of the file to which the VI wrote data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	608421	1b7058 new file path is the path of the file to which the VI wrote data.  You can use this output to determine the path of a file that you open using dialog.  new file path returns Not A Path if the user selects Cancel from the dialog box.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	48196	165404 If you check this box, you will not be prompted for a comment on the rest of the VIs in this hierarchy that are being closed at this time, even if they have one of the prompt for comment options set.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt	213	20591:1f53ca This version of Set Serial Port Buffer Size.vi is to be used on the SPARC or Windows version of LabVIEW as a subVI to OpenSerialDriver and Serial Port Init.vi.$
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	49682	176d44 If you embed a library in an application, that library will be loaded when the application is run.  If you don't embed a library, the user controls what VI is opened.
2.757	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	21	stage:Software Rev. Check 88857 Couldn't open the Software Rev. file.  Please set the Software Rev. manually on the front panel.  Place the flopply disk in the computer NOW.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	246697	  FUN_21185130(*(undefined4 *)(param_4 + 0x12),*(short *)(param_3 + 6) * 0x100 + 0x14,
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	246706	  FUN_21185130(*(undefined4 *)(param_4 + 0x12),*(short *)(param_3 + 6) * 0x100 + 0x20,
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	102466	4cd9be GPIB ENOL:  Write detected no Listeners.KLabVIEW:  Out of zone.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	365903	122b80 VER`Couldn't retrieve the proper Software Rev. number.  Please set this manually on the front panel.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	495583	13c190 VER`Couldn't retrieve the proper Software Rev. number.  Please set this manually on the front panel.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	505957	208ea3 cFile Dialog cancelled; set Error to Cancelled By User; empty File Path; set Refnum to Not a Refnum.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt	108	17633:1bf15c The subVI is currently in interactive retrieval mode for datalogging, so this VI cannot use it to run. Open the subVI's front panel and change back to edit or run mode.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1173	52537:1bf15c The subVI is currently in interactive retrieval mode for datalogging, so this VI cannot use it to run. Open the subVI's front panel and change back to edit or run mode.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52046	1b937b VI is not in memory.+VI execution has been disabled in VI Setup.'FPDCO on conpane thinks it is constant.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52982	1cabb8 opens an existing file. Error 7 occurs if the file cannot be found.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52983	1cac00 opens an existing file or creates a new file if one does not exist.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224270	1ae30 refnum is the reference number of the open file.  The value is Not A Refnum if the file cannot be opened.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	365904	122be5 Couldn't open the Software Rev. file.  Please set the Software Rev. manually on the front panel.  Place the flopply disk in the computer NOW.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	406201	3cc71f opens an existing file or creates a new file if one does not exist.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	495584	13c1f5 Couldn't open the Software Rev. file.  Please set the Software Rev. manually on the front panel.  Place the flopply disk in the computer NOW.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	559824	1deec4 6) Press ENTER when ready, choose test to perform and press START.H
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	595379	d59e0 refnum is the reference number of the open file.  The value is Not A Refnum if the file cannot be opened.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	595868	e29c3 refnum is the reference number of the open file.  The value is Not A Refnum if the file cannot be opened.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596765	f42a5 refnum is the reference number of the open file.  The value is Not A Refnum if the file cannot be opened.
2.757	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1282	596240:e54f4 Connection closed+Initialize error (interapplication manager)
2.757	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_LV3_1_MAINB_II.LLB.strings.txt	31771	v#Instr Read Model Code (GPIB-VXI).vi
2.756	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	48232	1660f0 This box displays the current value for the path that is selected in the path menu.  You can not change the current path is "Use Default" is checked.
2.756	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	342044	10f602 (U32) pattern: contains the binary data read from the port. Bit zero is the least significant bit from the port specified by the port number control. 
2.756	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	579268	164ea9 GPIB EARG:  Invalid argument or arguments.bLabVIEW:  File already open.
2.756	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	371277	17855f DSP AddrSpaceErr:  The COFF file you are trying to load is linked with a memory map that exceeds the maximum memory space allowed by the WE DSP32C chip (2^24).GDSP CoffSectErr:  Found an unimplemented section flag in the COFF file.
