token	count	example_source
maximum	421	/Users/<user>/LC103/2026-02-24_full_decompile_run2/FULL_DECOMPILE_INDEX.md:43
db0	421	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:209
capsetup.vi	421	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52714
x2a30	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:440
pvvar5	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50744
pivar17	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:333646
ind_cal.vi	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:20
gp	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1655
gv	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3636
single	420	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:49552
getprocaddress	419	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:3500
e70	419	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4264
get_path.vi	419	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52592
fun_21183d20	418	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:424
extraout_var_03	418	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:548
x27	418	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:2496
fun_210cfc20	418	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:166744
x95b	418	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:273218
pbvar2	417	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:2586
b80	417	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_calls_full.csv:160
c00	417	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3228
dt	417	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
sqrvwf	417	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361214
zyf	417	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361308
triggering	416	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:848
null	416	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:46279
d030	415	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:6589
a9a1	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:77859
palstatusmapstatusvalue	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50758
jumptable	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78398
esr_cal.vi	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:717
da_test.vi	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1276
specifies	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:240
jh	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1823
ll	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1946
rg	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4114
xt	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:5959
isrc_cal.vi	414	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52768
calclear.vi	413	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:10
item	413	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:75
cal_mode.vi	413	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52672
image	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Final_Cal_103FIN.EXE.txt:5
a800	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2749
size_t	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:59
bp	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:26577
psvar11	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53655
x122	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:105092
vector	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
ser_set.vi	412	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52722
c3b9e	411	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:87504
hf	411	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1221
eol?	411	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54237
statusglobalg	411	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:292347
pcvar6	410	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1979
caloff	410	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:9
beeps	410	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1087
e20	409	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3573
xad	409	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:67296
each	409	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:846
indsetup.vi	409	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52712
svar15	408	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:62426
cap_cal.vi	408	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1280
order	408	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:109
fx	408	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:715
zp	408	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1433
dl	408	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1847
determine	407	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:128
x4000	406	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1023
cluster.	406	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:835
x4e	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:22395
cp	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2186
dx	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3325
fg	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:8114
qrh	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:41048
hlabl	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48581
hhh	405	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:53513
x6a	403	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:453
eee	403	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3596
pa	403	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:5024
lb	402	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:6874
dup	402	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:46898
source_lv5_1_103f_cal.llb.strings.txt	402	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.md:14
aborted	401	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:238
a3e1d	400	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:80203
d1434	400	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:91336
x68	400	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4358
cases	400	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:279982
pc	400	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:913
f40	399	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3576
indirect	399	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78399
utility	399	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:847
rel.	399	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54275
xb0	398	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4694
ax	398	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
e40	397	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4764
recover	397	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78398
a30	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:12122
b14	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_calls_full.csv:153
xa0	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4618
x99	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:27109
branches	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78398
treating	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78399
jump	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:78399
rq	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1151
setld_rd.viw	396	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:98170
change	395	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1157
loop	395	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:935
x88	394	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4506
x3e1c	394	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:101674
pi	393	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1403
op	393	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3053
pcvar5	392	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1978
d5442	392	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:92453
x90	391	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1880
ordinal_13	391	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:12252
vp	390	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:402
element	390	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47315
t7u	390	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:140492
supply	390	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:346266
c10	389	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3930
xfe	389	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:563
d865a	388	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:8639
fc5	388	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:8677
bvar11	388	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52625
dvar8	388	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:62296
fun_21133cc0	388	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:246828
scan	387	/Users/<user>/LC103/2026-02-24_full_decompile_run2/DECOMPILE_SUMMARY.md:8
ddd	387	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5256
can't	387	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:44
application	387	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:49
bx	387	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:443
np	387	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1594
xffffff00	386	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:28099
xffffd734	386	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:31961
stcmgrcontroluser_12	386	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:84440
baud	386	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54805
f9e	384	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4784
fvar6	384	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:74231
stack0x00000000	384	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:103385
h8	384	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3425
decimal	383	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/.DS_Store.txt:3
b61	383	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:170
d70	383	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4780
manager	383	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:242
limit	383	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:51834
inx	383	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59234
a29	382	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3383
x273	382	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:568
param_23	382	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3982
x72	382	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:24548
ee6	381	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2694
gd	381	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:897
lh	381	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2756
labview.m	381	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55758
a70	380	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:12330
b32	380	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:7934
local_98	380	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50226
x2730	380	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:264519
key	380	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47454
xa8	379	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4654
ary	379	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:186196
x46	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:1378
f95	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:237
local_b8	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61810
ep	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1265
p'	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2070
w0	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2498
pt	378	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3502
xa	377	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:3032
class	377	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3758
compression	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Source_lv8_103f_cal.llb.txt:5
f60	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4288
a860	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:6259
x62	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:23518
x2803	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:60174
clearing	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:848
rx	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:232
per	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47901
displays	376	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48183
eab	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4950
mode.	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:89
ft	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:566
hb	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:999
bh	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1847
nl	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2741
eh	375	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4016
c81	374	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_calls_full.csv:561
f9a	374	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5277
x4b	374	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:22232
pdvar14	374	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:60611
x276	374	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:105169
a38	373	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:12148
f10	373	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3364
xz	373	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3763
available	373	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47474
point	372	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Final_Cal_103FIN.EXE.txt:5
there	372	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:90
selects	372	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:128
qd	372	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:987
ri	372	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:7210
ad0	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_calls_full.csv:150
f2c	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:502
d50	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4224
x9c	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4600
xfd	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51376
multiple	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:847
ip	371	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:852
ssprintf	370	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145388
but	370	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:62
dd6	369	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:14850
r3	369	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:339
t8	369	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:6411
signal	369	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47465
ad5	368	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:7460
dvar20	368	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:190794
ivar26	368	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:191892
refer	368	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:258
efa	367	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2694
writing	367	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:848
settings	367	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:49053
b23	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2321
e30	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4256
x33f4	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:101655
x1b2	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:109635
accessing	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:846
ix	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:713
n3	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2598
ra	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3666
statush	366	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54521
xef	365	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51454
full	364	/Users/<user>/LC103/2026-02-24_full_decompile_run2/DECOMPILE_SUMMARY.md:1
b0b	364	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5420
ed5	363	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:499
